Work_Schedule_Id,Day_Name,Start_Date_Time,End_Date_Time,Other_Details


,
,,
,,,
,,,,
Test,,,,
Test,Test,,,
Test,Test,Test,,
Test,Test,Test,Test,
Test,Test,Test,Test,Test
Dup,Dup,Dup,Dup,Dup
Dup,Dup,Dup,Dup,Dup
WW2160,Friday,Sunday,2020-01-01 0:0:23,2020-01-01 7:35:51,Detail
WW2161,Saturday,Friday,2020-01-01 14:17:9,2020-01-01 15:52:39,Detail
WW2162,Monday,Wednesday,2020-01-01 22:19:36,2020-01-01 23:18:50,Detail
WW2163,Saturday,Friday,2020-01-01 6:57:44,2020-01-01 0:0:38,Detail
WW2164,Thursday,Sunday,2020-01-01 8:59:25,2020-01-01 14:30:32,Detail
WW2165,Friday,Saturday,2020-01-01 15:7:13,2020-01-01 22:32:41,Detail
WW2166,Wednesday,Monday,2020-01-01 23:46:29,2020-01-01 6:19:55,Detail
WW2167,Friday,Thursday,2020-01-01 0:0:16,2020-01-01 7:15:25,Detail
WW2168,Thursday,Monday,2020-01-01 14:25:56,2020-01-01 16:26:23,Detail
WW2169,Sunday,Tuesday,2020-01-01 22:39:49,2020-01-01 23:33:23,Detail
WW2170,Wednesday,Sunday,2020-01-01 6:13:22,2020-01-01 0:0:49,Detail
WW2171,Sunday,Thursday,2020-01-01 7:31:36,2020-01-01 14:50:10,Detail
WW2172,Sunday,Friday,2020-01-01 15:43:55,2020-01-01 22:34:31,Detail
WW2173,Sunday,Friday,2020-01-01 23:5:26,2020-01-01 6:15:45,Detail
WW2174,Sunday,Sunday,2020-01-01 0:0:25,2020-01-01 8:38:1,Detail
WW2175,Thursday,Monday,2020-01-01 14:59:3,2020-01-01 16:4:52,Detail
WW2176,Saturday,Saturday,2020-01-01 22:31:12,2020-01-01 23:1:21,Detail
WW2177,Saturday,Friday,2020-01-01 6:53:8,2020-01-01 0:0:31,Detail
WW2178,Friday,Friday,2020-01-01 7:26:50,2020-01-01 14:43:51,Detail
WW2179,Saturday,Thursday,2020-01-01 16:23:13,2020-01-01 22:32:55,Detail
WW2180,Friday,Sunday,2020-01-01 23:9:38,2020-01-01 6:55:41,Detail
WW2181,Sunday,Friday,2020-01-01 0:0:25,2020-01-01 7:6:58,Detail
WW2182,Friday,Sunday,2020-01-01 14:36:55,2020-01-01 15:16:31,Detail
WW2183,Wednesday,Tuesday,2020-01-01 22:21:54,2020-01-01 23:2:7,Detail
WW2184,Monday,Sunday,2020-01-01 6:24:11,2020-01-01 0:0:18,Detail
WW2185,Monday,Monday,2020-01-01 8:46:54,2020-01-01 14:35:17,Detail
WW2186,Monday,Thursday,2020-01-01 16:33:13,2020-01-01 22:19:5,Detail
WW2187,Monday,Sunday,2020-01-01 23:55:10,2020-01-01 6:1:29,Detail
WW2188,Wednesday,Thursday,2020-01-01 0:0:54,2020-01-01 7:17:45,Detail
WW2189,Sunday,Monday,2020-01-01 14:45:52,2020-01-01 15:26:42,Detail
WW2190,Monday,Tuesday,2020-01-01 22:50:30,2020-01-01 23:17:13,Detail
WW2191,Saturday,Wednesday,2020-01-01 6:13:14,2020-01-01 0:0:46,Detail
WW2192,Sunday,Thursday,2020-01-01 7:45:21,2020-01-01 14:15:57,Detail
WW2193,Tuesday,Wednesday,2020-01-01 16:31:15,2020-01-01 22:51:14,Detail
WW2194,Saturday,Monday,2020-01-01 23:13:11,2020-01-01 6:48:1,Detail
WW2195,Friday,Friday,2020-01-01 0:0:3,2020-01-01 7:55:41,Detail
WW2196,Friday,Friday,2020-01-01 14:16:59,2020-01-01 15:46:49,Detail
WW2197,Friday,Monday,2020-01-01 22:53:28,2020-01-01 23:8:50,Detail
WW2198,Monday,Monday,2020-01-01 6:10:58,2020-01-01 0:0:47,Detail
WW2199,Wednesday,Saturday,2020-01-01 7:51:28,2020-01-01 14:0:20,Detail
WW2200,Saturday,Saturday,2020-01-01 15:9:57,2020-01-01 22:23:8,Detail
WW2201,Sunday,Tuesday,2020-01-01 23:27:6,2020-01-01 6:9:31,Detail
WW2202,Wednesday,Friday,2020-01-01 0:0:49,2020-01-01 7:10:57,Detail
WW2203,Monday,Sunday,2020-01-01 14:31:0,2020-01-01 16:26:37,Detail
WW2204,Monday,Thursday,2020-01-01 22:10:34,2020-01-01 23:22:17,Detail
WW2205,Thursday,Thursday,2020-01-01 6:52:42,2020-01-01 0:0:42,Detail
WW2206,Sunday,Thursday,2020-01-01 7:12:18,2020-01-01 14:42:21,Detail
WW2207,Tuesday,Saturday,2020-01-01 16:38:4,2020-01-01 22:28:26,Detail
WW2208,Monday,Sunday,2020-01-01 23:22:1,2020-01-01 6:3:1,Detail
WW2209,Tuesday,Monday,2020-01-01 0:0:5,2020-01-01 7:17:55,Detail
WW2210,Friday,Friday,2020-01-01 14:52:36,2020-01-01 15:46:27,Detail
WW2211,Friday,Wednesday,2020-01-01 22:36:32,2020-01-01 23:26:16,Detail
WW2212,Saturday,Tuesday,2020-01-01 6:42:50,2020-01-01 0:0:35,Detail
WW2213,Sunday,Thursday,2020-01-01 7:48:21,2020-01-01 14:48:11,Detail
WW2214,Friday,Tuesday,2020-01-01 16:4:35,2020-01-01 22:58:58,Detail
WW2215,Saturday,Wednesday,2020-01-01 23:40:19,2020-01-01 6:26:1,Detail
WW2216,Wednesday,Saturday,2020-01-01 0:0:40,2020-01-01 8:50:55,Detail
WW2217,Wednesday,Monday,2020-01-01 14:29:36,2020-01-01 16:44:53,Detail
WW2218,Monday,Tuesday,2020-01-01 22:7:43,2020-01-01 23:23:44,Detail
WW2219,Thursday,Wednesday,2020-01-01 6:44:18,2020-01-01 0:0:20,Detail
WW2220,Sunday,Friday,2020-01-01 7:46:18,2020-01-01 14:13:1,Detail
WW2221,Friday,Wednesday,2020-01-01 15:29:29,2020-01-01 22:25:44,Detail
WW2222,Monday,Wednesday,2020-01-01 23:20:7,2020-01-01 6:53:49,Detail
WW2223,Saturday,Tuesday,2020-01-01 0:0:6,2020-01-01 7:7:40,Detail
WW2224,Thursday,Sunday,2020-01-01 14:8:22,2020-01-01 15:33:31,Detail
WW2225,Tuesday,Thursday,2020-01-01 22:31:52,2020-01-01 23:41:32,Detail
WW2226,Saturday,Tuesday,2020-01-01 6:24:55,2020-01-01 0:0:53,Detail
WW2227,Friday,Saturday,2020-01-01 8:18:22,2020-01-01 14:46:10,Detail
WW2228,Saturday,Tuesday,2020-01-01 16:2:2,2020-01-01 22:7:55,Detail
WW2229,Sunday,Tuesday,2020-01-01 23:33:26,2020-01-01 6:54:10,Detail
WW2230,Friday,Saturday,2020-01-01 0:0:25,2020-01-01 8:13:6,Detail
WW2231,Thursday,Friday,2020-01-01 14:25:36,2020-01-01 15:40:31,Detail
WW2232,Sunday,Saturday,2020-01-01 22:18:42,2020-01-01 23:15:34,Detail
WW2233,Friday,Sunday,2020-01-01 6:18:12,2020-01-01 0:0:16,Detail
WW2234,Saturday,Sunday,2020-01-01 7:9:59,2020-01-01 14:47:45,Detail
WW2235,Friday,Saturday,2020-01-01 15:7:43,2020-01-01 22:18:21,Detail
WW2236,Friday,Monday,2020-01-01 23:0:39,2020-01-01 6:52:29,Detail
WW2237,Wednesday,Sunday,2020-01-01 0:0:20,2020-01-01 7:44:16,Detail
WW2238,Thursday,Thursday,2020-01-01 14:55:22,2020-01-01 16:31:19,Detail
WW2239,Monday,Thursday,2020-01-01 22:39:9,2020-01-01 23:4:26,Detail
WW2240,Sunday,Monday,2020-01-01 6:56:24,2020-01-01 0:0:36,Detail
WW2241,Sunday,Wednesday,2020-01-01 7:20:26,2020-01-01 14:30:17,Detail
WW2242,Monday,Friday,2020-01-01 16:51:32,2020-01-01 22:31:2,Detail
WW2243,Tuesday,Monday,2020-01-01 23:4:46,2020-01-01 6:2:53,Detail
WW2244,Saturday,Saturday,2020-01-01 0:0:26,2020-01-01 7:16:3,Detail
WW2245,Tuesday,Saturday,2020-01-01 14:25:17,2020-01-01 16:46:3,Detail
WW2246,Monday,Tuesday,2020-01-01 22:16:0,2020-01-01 23:28:42,Detail
WW2247,Thursday,Wednesday,2020-01-01 6:38:0,2020-01-01 0:0:19,Detail
WW2248,Saturday,Wednesday,2020-01-01 7:21:41,2020-01-01 14:16:55,Detail
WW2249,Thursday,Tuesday,2020-01-01 16:17:56,2020-01-01 22:30:46,Detail
WW2250,Friday,Sunday,2020-01-01 23:42:36,2020-01-01 6:52:2,Detail
WW2251,Sunday,Friday,2020-01-01 0:0:6,2020-01-01 8:30:23,Detail
WW2252,Friday,Sunday,2020-01-01 14:57:8,2020-01-01 15:0:32,Detail
WW2253,Sunday,Wednesday,2020-01-01 22:24:15,2020-01-01 23:46:25,Detail
WW2254,Thursday,Saturday,2020-01-01 6:5:9,2020-01-01 0:0:31,Detail
WW2255,Sunday,Wednesday,2020-01-01 7:7:57,2020-01-01 14:38:18,Detail
WW2256,Saturday,Thursday,2020-01-01 15:9:35,2020-01-01 22:17:40,Detail
WW2257,Monday,Sunday,2020-01-01 23:23:8,2020-01-01 6:29:12,Detail
WW2258,Saturday,Thursday,2020-01-01 0:0:3,2020-01-01 7:52:31,Detail
WW2259,Friday,Tuesday,2020-01-01 14:51:32,2020-01-01 15:38:10,Detail
WW2260,Monday,Thursday,2020-01-01 22:24:57,2020-01-01 23:46:30,Detail
WW2261,Tuesday,Tuesday,2020-01-01 6:16:16,2020-01-01 0:0:3,Detail
WW2262,Sunday,Thursday,2020-01-01 8:49:19,2020-01-01 14:21:49,Detail
WW2263,Tuesday,Tuesday,2020-01-01 15:22:54,2020-01-01 22:42:19,Detail
WW2264,Monday,Tuesday,2020-01-01 23:54:16,2020-01-01 6:26:27,Detail
WW2265,Monday,Thursday,2020-01-01 0:0:55,2020-01-01 8:4:44,Detail
WW2266,Monday,Monday,2020-01-01 14:31:19,2020-01-01 15:49:56,Detail
WW2267,Thursday,Wednesday,2020-01-01 22:26:13,2020-01-01 23:6:35,Detail
WW2268,Saturday,Friday,2020-01-01 6:18:10,2020-01-01 0:0:34,Detail
WW2269,Tuesday,Tuesday,2020-01-01 8:56:51,2020-01-01 14:11:39,Detail
WW2270,Wednesday,Wednesday,2020-01-01 16:25:25,2020-01-01 22:45:38,Detail
WW2271,Thursday,Saturday,2020-01-01 23:43:6,2020-01-01 6:50:25,Detail
WW2272,Saturday,Monday,2020-01-01 0:0:7,2020-01-01 7:10:55,Detail
WW2273,Monday,Monday,2020-01-01 14:5:57,2020-01-01 15:7:5,Detail
WW2274,Monday,Sunday,2020-01-01 22:15:6,2020-01-01 23:35:30,Detail
WW2275,Monday,Thursday,2020-01-01 6:26:59,2020-01-01 0:0:25,Detail
WW2276,Sunday,Friday,2020-01-01 7:38:16,2020-01-01 14:27:19,Detail
WW2277,Monday,Wednesday,2020-01-01 15:46:15,2020-01-01 22:36:32,Detail
WW2278,Sunday,Sunday,2020-01-01 23:45:26,2020-01-01 6:5:13,Detail
WW2279,Tuesday,Friday,2020-01-01 0:0:59,2020-01-01 8:23:35,Detail
WW2280,Monday,Wednesday,2020-01-01 14:37:16,2020-01-01 16:45:46,Detail
WW2281,Wednesday,Monday,2020-01-01 22:18:51,2020-01-01 23:25:46,Detail
WW2282,Sunday,Wednesday,2020-01-01 6:19:26,2020-01-01 0:0:26,Detail
WW2283,Wednesday,Thursday,2020-01-01 7:45:14,2020-01-01 14:34:54,Detail
WW2284,Monday,Friday,2020-01-01 15:31:19,2020-01-01 22:19:25,Detail
WW2285,Friday,Friday,2020-01-01 23:41:44,2020-01-01 6:58:6,Detail
WW2286,Wednesday,Sunday,2020-01-01 0:0:28,2020-01-01 7:24:52,Detail
WW2287,Tuesday,Sunday,2020-01-01 14:14:25,2020-01-01 15:45:22,Detail
WW2288,Friday,Tuesday,2020-01-01 22:49:31,2020-01-01 23:44:56,Detail
WW2289,Sunday,Monday,2020-01-01 6:50:41,2020-01-01 0:0:57,Detail
WW2290,Monday,Thursday,2020-01-01 8:9:18,2020-01-01 14:32:12,Detail
WW2291,Saturday,Tuesday,2020-01-01 16:40:44,2020-01-01 22:27:45,Detail
WW2292,Saturday,Monday,2020-01-01 23:18:39,2020-01-01 6:6:38,Detail
WW2293,Wednesday,Thursday,2020-01-01 0:0:15,2020-01-01 8:27:28,Detail
WW2294,Saturday,Monday,2020-01-01 14:6:4,2020-01-01 15:38:45,Detail
WW2295,Sunday,Saturday,2020-01-01 22:41:11,2020-01-01 23:39:15,Detail
WW2296,Wednesday,Tuesday,2020-01-01 6:48:22,2020-01-01 0:0:29,Detail
WW2297,Tuesday,Sunday,2020-01-01 8:9:27,2020-01-01 14:42:44,Detail
WW2298,Tuesday,Sunday,2020-01-01 16:14:24,2020-01-01 22:41:32,Detail
WW2299,Sunday,Sunday,2020-01-01 23:30:12,2020-01-01 6:57:27,Detail
WW2300,Sunday,Tuesday,2020-01-01 0:0:36,2020-01-01 8:13:39,Detail
WW2301,Monday,Friday,2020-01-01 14:13:45,2020-01-01 16:17:33,Detail
WW2302,Tuesday,Monday,2020-01-01 22:37:33,2020-01-01 23:34:36,Detail
WW2303,Tuesday,Tuesday,2020-01-01 6:15:12,2020-01-01 0:0:37,Detail
WW2304,Friday,Tuesday,2020-01-01 8:54:29,2020-01-01 14:48:7,Detail
WW2305,Saturday,Thursday,2020-01-01 16:40:25,2020-01-01 22:23:7,Detail
WW2306,Thursday,Sunday,2020-01-01 23:39:37,2020-01-01 6:42:28,Detail
WW2307,Saturday,Friday,2020-01-01 0:0:40,2020-01-01 8:52:27,Detail
WW2308,Thursday,Wednesday,2020-01-01 14:3:16,2020-01-01 16:7:53,Detail
WW2309,Friday,Sunday,2020-01-01 22:11:56,2020-01-01 23:1:55,Detail
WW2310,Tuesday,Sunday,2020-01-01 6:17:40,2020-01-01 0:0:31,Detail
WW2311,Wednesday,Tuesday,2020-01-01 7:58:13,2020-01-01 14:44:49,Detail
WW2312,Thursday,Saturday,2020-01-01 15:42:12,2020-01-01 22:13:44,Detail
WW2313,Tuesday,Saturday,2020-01-01 23:30:42,2020-01-01 6:39:29,Detail
WW2314,Wednesday,Saturday,2020-01-01 0:0:49,2020-01-01 8:56:12,Detail
WW2315,Saturday,Monday,2020-01-01 14:10:4,2020-01-01 16:51:20,Detail
WW2316,Monday,Sunday,2020-01-01 22:13:44,2020-01-01 23:47:48,Detail
WW2317,Sunday,Tuesday,2020-01-01 6:50:11,2020-01-01 0:0:44,Detail
WW2318,Thursday,Tuesday,2020-01-01 8:51:56,2020-01-01 14:21:18,Detail
WW2319,Thursday,Tuesday,2020-01-01 16:22:22,2020-01-01 22:54:17,Detail
WW2320,Friday,Tuesday,2020-01-01 23:20:32,2020-01-01 6:40:52,Detail
WW2321,Tuesday,Friday,2020-01-01 0:0:31,2020-01-01 7:56:11,Detail
WW2322,Monday,Saturday,2020-01-01 14:48:42,2020-01-01 16:48:39,Detail
WW2323,Thursday,Wednesday,2020-01-01 22:18:16,2020-01-01 23:57:48,Detail
WW2324,Thursday,Friday,2020-01-01 6:14:24,2020-01-01 0:0:46,Detail
WW2325,Tuesday,Wednesday,2020-01-01 8:58:38,2020-01-01 14:37:58,Detail
WW2326,Wednesday,Monday,2020-01-01 15:8:42,2020-01-01 22:33:51,Detail
WW2327,Friday,Saturday,2020-01-01 23:24:1,2020-01-01 6:59:33,Detail
WW2328,Monday,Wednesday,2020-01-01 0:0:42,2020-01-01 7:1:45,Detail
WW2329,Saturday,Monday,2020-01-01 14:47:52,2020-01-01 16:42:50,Detail
WW2330,Sunday,Saturday,2020-01-01 22:35:10,2020-01-01 23:20:47,Detail
WW2331,Wednesday,Monday,2020-01-01 6:55:56,2020-01-01 0:0:27,Detail
WW2332,Tuesday,Saturday,2020-01-01 8:0:51,2020-01-01 14:42:51,Detail
WW2333,Saturday,Wednesday,2020-01-01 16:8:58,2020-01-01 22:38:30,Detail
WW2334,Tuesday,Wednesday,2020-01-01 23:55:45,2020-01-01 6:42:2,Detail
WW2335,Friday,Tuesday,2020-01-01 0:0:25,2020-01-01 7:53:22,Detail
WW2336,Sunday,Monday,2020-01-01 14:6:24,2020-01-01 16:13:9,Detail
WW2337,Monday,Thursday,2020-01-01 22:13:13,2020-01-01 23:26:21,Detail
WW2338,Thursday,Wednesday,2020-01-01 6:20:52,2020-01-01 0:0:1,Detail
WW2339,Wednesday,Tuesday,2020-01-01 7:19:8,2020-01-01 14:8:30,Detail
WW2340,Saturday,Tuesday,2020-01-01 15:32:54,2020-01-01 22:8:4,Detail
WW2341,Tuesday,Friday,2020-01-01 23:49:44,2020-01-01 6:17:28,Detail
WW2342,Sunday,Monday,2020-01-01 0:0:22,2020-01-01 7:5:34,Detail
WW2343,Tuesday,Sunday,2020-01-01 14:21:7,2020-01-01 15:35:57,Detail
WW2344,Thursday,Thursday,2020-01-01 22:23:30,2020-01-01 23:25:7,Detail
WW2345,Monday,Friday,2020-01-01 6:50:5,2020-01-01 0:0:53,Detail
WW2346,Friday,Friday,2020-01-01 8:23:44,2020-01-01 14:56:7,Detail
WW2347,Thursday,Thursday,2020-01-01 15:35:56,2020-01-01 22:15:1,Detail
WW2348,Tuesday,Tuesday,2020-01-01 23:13:21,2020-01-01 6:39:31,Detail
WW2349,Monday,Friday,2020-01-01 0:0:41,2020-01-01 8:3:42,Detail
WW2350,Thursday,Tuesday,2020-01-01 14:39:37,2020-01-01 16:42:48,Detail
WW2351,Monday,Tuesday,2020-01-01 22:26:51,2020-01-01 23:18:15,Detail
WW2352,Sunday,Tuesday,2020-01-01 6:51:32,2020-01-01 0:0:49,Detail
WW2353,Saturday,Thursday,2020-01-01 8:16:45,2020-01-01 14:50:24,Detail
WW2354,Tuesday,Monday,2020-01-01 15:42:5,2020-01-01 22:46:38,Detail
WW2355,Monday,Tuesday,2020-01-01 23:42:20,2020-01-01 6:28:42,Detail
WW2356,Friday,Sunday,2020-01-01 0:0:47,2020-01-01 8:34:21,Detail
WW2357,Tuesday,Tuesday,2020-01-01 14:12:18,2020-01-01 15:29:49,Detail
WW2358,Monday,Saturday,2020-01-01 22:52:48,2020-01-01 23:11:42,Detail
WW2359,Wednesday,Monday,2020-01-01 6:11:20,2020-01-01 0:0:58,Detail
WW2360,Thursday,Saturday,2020-01-01 7:54:31,2020-01-01 14:10:6,Detail
WW2361,Thursday,Sunday,2020-01-01 15:35:9,2020-01-01 22:23:38,Detail
WW2362,Saturday,Saturday,2020-01-01 23:21:0,2020-01-01 6:15:17,Detail
WW2363,Saturday,Friday,2020-01-01 0:0:42,2020-01-01 7:21:13,Detail
WW2364,Sunday,Tuesday,2020-01-01 14:51:32,2020-01-01 16:30:19,Detail
WW2365,Wednesday,Sunday,2020-01-01 22:46:50,2020-01-01 23:21:6,Detail
WW2366,Sunday,Monday,2020-01-01 6:7:5,2020-01-01 0:0:34,Detail
WW2367,Thursday,Thursday,2020-01-01 7:26:48,2020-01-01 14:38:30,Detail
WW2368,Monday,Monday,2020-01-01 15:27:9,2020-01-01 22:36:4,Detail
WW2369,Friday,Monday,2020-01-01 23:38:39,2020-01-01 6:8:34,Detail
WW2370,Wednesday,Tuesday,2020-01-01 0:0:53,2020-01-01 7:56:22,Detail
WW2371,Thursday,Tuesday,2020-01-01 14:53:46,2020-01-01 16:31:20,Detail
WW2372,Tuesday,Friday,2020-01-01 22:30:48,2020-01-01 23:26:47,Detail
WW2373,Wednesday,Monday,2020-01-01 6:41:7,2020-01-01 0:0:44,Detail
WW2374,Saturday,Tuesday,2020-01-01 7:26:54,2020-01-01 14:51:30,Detail
WW2375,Wednesday,Sunday,2020-01-01 16:4:52,2020-01-01 22:21:40,Detail
WW2376,Friday,Saturday,2020-01-01 23:15:19,2020-01-01 6:16:44,Detail
WW2377,Wednesday,Thursday,2020-01-01 0:0:37,2020-01-01 8:39:56,Detail
WW2378,Wednesday,Sunday,2020-01-01 14:13:38,2020-01-01 16:54:50,Detail
WW2379,Monday,Friday,2020-01-01 22:59:35,2020-01-01 23:1:41,Detail
WW2380,Tuesday,Tuesday,2020-01-01 6:35:2,2020-01-01 0:0:12,Detail
WW2381,Saturday,Monday,2020-01-01 8:15:1,2020-01-01 14:14:23,Detail
WW2382,Tuesday,Saturday,2020-01-01 16:47:55,2020-01-01 22:59:26,Detail
WW2383,Friday,Tuesday,2020-01-01 23:30:57,2020-01-01 6:55:38,Detail
WW2384,Saturday,Friday,2020-01-01 0:0:2,2020-01-01 8:59:16,Detail
WW2385,Thursday,Saturday,2020-01-01 14:4:14,2020-01-01 16:22:8,Detail
WW2386,Saturday,Monday,2020-01-01 22:42:51,2020-01-01 23:31:14,Detail
WW2387,Thursday,Wednesday,2020-01-01 6:41:57,2020-01-01 0:0:25,Detail
WW2388,Saturday,Sunday,2020-01-01 7:56:30,2020-01-01 14:0:38,Detail
WW2389,Friday,Thursday,2020-01-01 16:41:45,2020-01-01 22:59:4,Detail
WW2390,Sunday,Wednesday,2020-01-01 23:8:46,2020-01-01 6:33:33,Detail
WW2391,Saturday,Thursday,2020-01-01 0:0:37,2020-01-01 8:31:33,Detail
WW2392,Monday,Sunday,2020-01-01 14:4:5,2020-01-01 16:56:11,Detail
WW2393,Sunday,Tuesday,2020-01-01 22:39:59,2020-01-01 23:39:40,Detail
WW2394,Monday,Wednesday,2020-01-01 6:57:59,2020-01-01 0:0:39,Detail
WW2395,Friday,Thursday,2020-01-01 7:23:10,2020-01-01 14:29:40,Detail
WW2396,Thursday,Saturday,2020-01-01 15:4:20,2020-01-01 22:58:37,Detail
WW2397,Friday,Thursday,2020-01-01 23:44:4,2020-01-01 6:4:52,Detail
WW2398,Sunday,Thursday,2020-01-01 0:0:57,2020-01-01 8:28:56,Detail
WW2399,Tuesday,Wednesday,2020-01-01 14:30:23,2020-01-01 16:3:35,Detail
WW2400,Sunday,Friday,2020-01-01 22:14:45,2020-01-01 23:47:36,Detail
WW2401,Friday,Friday,2020-01-01 6:41:50,2020-01-01 0:0:37,Detail
WW2402,Monday,Friday,2020-01-01 7:19:27,2020-01-01 14:8:26,Detail
WW2403,Thursday,Friday,2020-01-01 15:19:29,2020-01-01 22:14:1,Detail
WW2404,Tuesday,Sunday,2020-01-01 23:25:6,2020-01-01 6:22:55,Detail
WW2405,Tuesday,Friday,2020-01-01 0:0:25,2020-01-01 7:13:47,Detail
WW2406,Saturday,Friday,2020-01-01 14:53:11,2020-01-01 16:34:31,Detail
WW2407,Thursday,Saturday,2020-01-01 22:15:34,2020-01-01 23:54:23,Detail
WW2408,Saturday,Sunday,2020-01-01 6:17:29,2020-01-01 0:0:38,Detail
WW2409,Tuesday,Saturday,2020-01-01 7:42:13,2020-01-01 14:48:7,Detail
WW2410,Monday,Sunday,2020-01-01 16:45:53,2020-01-01 22:17:12,Detail
WW2411,Wednesday,Sunday,2020-01-01 23:20:9,2020-01-01 6:17:15,Detail
WW2412,Wednesday,Saturday,2020-01-01 0:0:23,2020-01-01 8:14:40,Detail
WW2413,Monday,Wednesday,2020-01-01 14:4:37,2020-01-01 15:11:13,Detail
WW2414,Tuesday,Wednesday,2020-01-01 22:11:24,2020-01-01 23:37:45,Detail
WW2415,Tuesday,Tuesday,2020-01-01 6:23:6,2020-01-01 0:0:26,Detail
WW2416,Monday,Tuesday,2020-01-01 7:15:24,2020-01-01 14:45:2,Detail
WW2417,Sunday,Tuesday,2020-01-01 16:27:7,2020-01-01 22:28:45,Detail
WW2418,Tuesday,Thursday,2020-01-01 23:5:17,2020-01-01 6:5:31,Detail
WW2419,Thursday,Monday,2020-01-01 0:0:27,2020-01-01 7:4:30,Detail
WW2420,Tuesday,Friday,2020-01-01 14:55:29,2020-01-01 15:59:34,Detail
WW2421,Saturday,Monday,2020-01-01 22:14:30,2020-01-01 23:32:12,Detail
WW2422,Thursday,Thursday,2020-01-01 6:41:14,2020-01-01 0:0:3,Detail
WW2423,Wednesday,Thursday,2020-01-01 7:56:19,2020-01-01 14:25:11,Detail
WW2424,Saturday,Friday,2020-01-01 15:5:14,2020-01-01 22:51:32,Detail
WW2425,Tuesday,Tuesday,2020-01-01 23:45:52,2020-01-01 6:36:51,Detail
WW2426,Wednesday,Tuesday,2020-01-01 0:0:44,2020-01-01 7:55:38,Detail
WW2427,Sunday,Monday,2020-01-01 14:2:43,2020-01-01 16:40:38,Detail
WW2428,Thursday,Wednesday,2020-01-01 22:19:28,2020-01-01 23:55:58,Detail
WW2429,Friday,Tuesday,2020-01-01 6:18:23,2020-01-01 0:0:20,Detail
WW2430,Saturday,Wednesday,2020-01-01 8:24:8,2020-01-01 14:37:55,Detail
WW2431,Friday,Friday,2020-01-01 16:34:18,2020-01-01 22:1:25,Detail
WW2432,Friday,Sunday,2020-01-01 23:39:17,2020-01-01 6:41:48,Detail
WW2433,Friday,Sunday,2020-01-01 0:0:54,2020-01-01 8:50:58,Detail
WW2434,Sunday,Thursday,2020-01-01 14:59:59,2020-01-01 15:31:24,Detail
WW2435,Tuesday,Wednesday,2020-01-01 22:1:18,2020-01-01 23:46:58,Detail
WW2436,Sunday,Saturday,2020-01-01 6:13:4,2020-01-01 0:0:26,Detail
WW2437,Tuesday,Wednesday,2020-01-01 8:55:12,2020-01-01 14:6:19,Detail
WW2438,Tuesday,Friday,2020-01-01 16:55:12,2020-01-01 22:32:31,Detail
WW2439,Sunday,Thursday,2020-01-01 23:1:2,2020-01-01 6:13:14,Detail
WW2440,Friday,Friday,2020-01-01 0:0:49,2020-01-01 7:13:22,Detail
WW2441,Wednesday,Thursday,2020-01-01 14:29:47,2020-01-01 15:55:6,Detail
WW2442,Wednesday,Friday,2020-01-01 22:39:54,2020-01-01 23:11:39,Detail
WW2443,Monday,Sunday,2020-01-01 6:15:1,2020-01-01 0:0:4,Detail
WW2444,Tuesday,Wednesday,2020-01-01 7:54:1,2020-01-01 14:54:18,Detail
WW2445,Friday,Monday,2020-01-01 15:4:37,2020-01-01 22:26:21,Detail
WW2446,Saturday,Wednesday,2020-01-01 23:1:10,2020-01-01 6:31:17,Detail
WW2447,Saturday,Thursday,2020-01-01 0:0:52,2020-01-01 8:9:59,Detail
WW2448,Monday,Saturday,2020-01-01 14:12:13,2020-01-01 16:59:7,Detail
WW2449,Thursday,Friday,2020-01-01 22:54:18,2020-01-01 23:49:17,Detail
WW2450,Sunday,Tuesday,2020-01-01 6:25:20,2020-01-01 0:0:17,Detail
WW2451,Sunday,Wednesday,2020-01-01 7:5:22,2020-01-01 14:36:8,Detail
WW2452,Thursday,Thursday,2020-01-01 15:31:0,2020-01-01 22:28:31,Detail
WW2453,Tuesday,Thursday,2020-01-01 23:58:33,2020-01-01 6:51:3,Detail
WW2454,Sunday,Friday,2020-01-01 0:0:41,2020-01-01 7:34:13,Detail
WW2455,Saturday,Friday,2020-01-01 14:16:8,2020-01-01 16:36:21,Detail
WW2456,Monday,Wednesday,2020-01-01 22:24:45,2020-01-01 23:3:56,Detail
WW2457,Thursday,Wednesday,2020-01-01 6:53:29,2020-01-01 0:0:34,Detail
WW2458,Wednesday,Thursday,2020-01-01 8:15:4,2020-01-01 14:5:7,Detail
WW2459,Saturday,Monday,2020-01-01 16:42:46,2020-01-01 22:47:21,Detail
WW2460,Monday,Monday,2020-01-01 23:51:47,2020-01-01 6:50:48,Detail
WW2461,Monday,Friday,2020-01-01 0:0:39,2020-01-01 8:39:2,Detail
WW2462,Saturday,Saturday,2020-01-01 14:25:51,2020-01-01 16:7:24,Detail
WW2463,Tuesday,Friday,2020-01-01 22:6:0,2020-01-01 23:45:59,Detail
WW2464,Wednesday,Saturday,2020-01-01 6:56:51,2020-01-01 0:0:45,Detail
WW2465,Saturday,Monday,2020-01-01 7:9:16,2020-01-01 14:50:9,Detail
WW2466,Saturday,Friday,2020-01-01 15:37:31,2020-01-01 22:0:26,Detail
WW2467,Saturday,Thursday,2020-01-01 23:29:38,2020-01-01 6:16:58,Detail
